pr_number,title,author,merged_at,commits,comments,copilot_comments,copilot_commits
1707,"Implement OneHot operator (schema, kernel, shape inference, backend tests)",Copilot,2026-06-04T17:50:25Z,4,2,1,4
1708,"Implement MelWeightMatrix (opset 17): LightOpSchema, kernel, shape inference, backend case",Copilot,2026-06-04T17:27:48Z,3,0,0,3
1710,Implement reference C++ kernel for ai.onnx::ImageDecoder (opset 20),Copilot,2026-06-04T17:03:11Z,2,0,0,2
1699,Add Shape→Identity→Unsqueeze C++ backend shape-inference test case,Copilot,2026-06-04T15:59:01Z,5,6,3,5
1706,Implement GroupNormalization and InstanceNormalization,Copilot,2026-06-04T15:58:45Z,6,8,4,4
1701,Add Loop backend test case mirroring ONNX test_loop11,Copilot,2026-06-04T15:58:20Z,5,4,2,5
1704,"Implement Pad: LightOpSchema, kernel, shape inference, backend cases",Copilot,2026-06-04T15:13:12Z,4,2,1,3
1746,clean,xadupre,2026-06-05T08:42:06Z,1,0,0,0
1743,Hide per-version operator documentation pages from the search index,Copilot,2026-06-05T08:41:54Z,2,0,0,2
1739,Add thread-count 3 to load/save benchmark example,Copilot,2026-06-05T08:41:35Z,3,0,0,2
1735,refactoring,xadupre,2026-06-05T08:41:17Z,3,2,1,1
1728,[WIP] Fix missing ONNX If sequence case,Copilot,2026-06-05T08:41:08Z,8,8,4,7
1722,Add save_model_with_shared_external_data to reuse a previously saved model's weights,Copilot,2026-06-05T08:40:59Z,7,9,4,6
1745,docs: link C++ example pages to their repo sample directories,Copilot,2026-06-05T08:15:32Z,2,0,0,2
1733,"Add MaxPool and MaxUnpool support: schemas, kernels, shape inference, backend cases",Copilot,2026-06-05T08:14:23Z,6,6,3,6
1734,"Add Hardmax, HardSwish, HardSigmoid to onnx-light",Copilot,2026-06-05T08:14:11Z,4,4,2,4
1737,Speed up the build of lib_onnx_backend_test via precompiled headers,Copilot,2026-06-05T07:43:50Z,2,0,0,2
1732,improve examples on shape inference,xadupre,2026-06-05T07:43:13Z,3,4,2,1
1814,Fix shape-inference backend case collection behavior,xadupre,2026-06-06T08:32:21Z,30,10,5,6
1816,Implement collect_test_cases_by_name with regex filtering (C++),Copilot,2026-06-06T05:25:36Z,4,2,1,4
1822,Fix use-after-free crash when clearing a RepeatedProtoField with live Python references,Copilot,2026-06-05T20:49:39Z,2,2,1,2
1817,Mirror upstream ONNX Pad node tests verbatim in the C++ backend test registry,Copilot,2026-06-05T20:49:13Z,2,0,0,2
1819,"Implement Shrink op: light schema, kernel, backend cases, shape inference",Copilot,2026-06-05T20:48:51Z,2,0,0,2
1820,"Add C++ unit tests for MatMulInteger (schema, kernel, shape inference, backend cases)",Copilot,2026-06-05T20:48:29Z,2,0,0,2
1824,"Implement __repr__ and __eq__ for OptimTensor, OptimShape, OptimDim",Copilot,2026-06-05T20:47:57Z,2,0,0,2
1825,Add missing C++ MaxPool backend test cases,Copilot,2026-06-05T20:47:35Z,2,0,0,2
1826,Add missing LpNormalization backend test cases from ONNX,Copilot,2026-06-05T20:47:13Z,2,0,0,2
1818,Add missing test_mod_mixed_sign_float16 backend test case for Mod,Copilot,2026-06-05T19:33:33Z,2,0,0,2
1811,Add backend example gallery with a backend-test-case example,Copilot,2026-06-05T19:31:49Z,6,7,4,4
1813,Implement __repr__ for TestCase,Copilot,2026-06-05T17:48:23Z,2,0,0,2
1809,Add missing C++ backend test cases from ONNX for Resize (nearest mode),Copilot,2026-06-05T17:48:07Z,4,4,2,4
1808,Add missing C++ backend test cases for DequantizeLinear,Copilot,2026-06-05T17:10:16Z,3,2,1,3
1807,"Implement light op schema, backend, kernel, shape inference for Size",Copilot,2026-06-05T16:43:44Z,2,0,0,2
1806,"Implement RMSNormalization (light op schema, kernel, shape inference)",Copilot,2026-06-05T16:43:34Z,3,0,0,3
1805,"Implement DynamicQuantizeLinear (schema, kernel, shape inference, backend cases)",Copilot,2026-06-05T16:13:15Z,2,0,0,2
1804,"Fix typo ""Uncomprimising"" → ""Uncompromising"" in design docs",Copilot,2026-06-05T15:51:51Z,3,2,1,3
1802,Add optimization examples gallery with shape inference example,Copilot,2026-06-05T14:39:33Z,2,0,0,2
1749,Add RunNode/RunNodes dispatcher driving backend-test kernels from NodeProto,Copilot,2026-06-05T14:37:31Z,5,6,3,5
1800,docs(protos): enlarge proto-relations Mermaid graph and use ELK layout,Copilot,2026-06-05T14:21:08Z,2,0,0,2
1793,Add ONNX upstream backend test cases for NegativeLogLikelihoodLoss,Copilot,2026-06-05T14:20:56Z,2,0,0,2
1790,"Implement RotaryEmbedding (ai.onnx, opset 23)",Copilot,2026-06-05T14:20:45Z,3,2,1,3
1797,Fix backend test-coverage report to credit every node in multi-node test cases,Copilot,2026-06-05T13:37:52Z,3,0,0,3
1796,"docs: refresh ""Linking onnx-light in C++"" page for new exported targets",Copilot,2026-06-05T13:37:33Z,2,0,0,2
1795,Document complex load/save scenarios: streaming alignment and shared external data,Copilot,2026-06-05T13:37:23Z,2,0,0,2
1794,Generate CycloneDX 1.7 SBOM,Copilot,2026-06-05T13:37:04Z,2,0,0,2
1792,Add missing C++ backend test cases for OptionalGetElement and OptionalHasElement,Copilot,2026-06-05T13:36:49Z,2,0,0,2
1791,Add missing C++ backend test cases for SoftmaxCrossEntropyLoss,Copilot,2026-06-05T12:57:14Z,2,0,0,2
1751,Default num_threads to -1 in Python load/save helpers,Copilot,2026-06-05T12:21:33Z,4,4,2,4
1757,Expose ShapesContext and ComputeShapeNode in Python,Copilot,2026-06-05T12:11:50Z,2,0,0,2
1763,Remove duplicated domain links from operators/index.rst,Copilot,2026-06-05T11:53:37Z,2,0,0,2
1761,Dock,xadupre,2026-06-05T11:52:50Z,2,0,0,0
1754,"Implement MaxRoiPool light op schema, kernel, and shape inference",Copilot,2026-06-05T11:52:31Z,3,2,1,3
1750,"Implement LeakyRelu and LogSoftmax in onnx-light (schema, kernel, shape inference)",Copilot,2026-06-05T11:28:03Z,4,4,2,4
1753,"Implement MatMulInteger (schema, kernel, shape inference, backend tests)",Copilot,2026-06-05T10:45:37Z,2,0,0,2
1752,"Implement CenterCropPad (opset 18): schema, kernel, shape inference, cases",Copilot,2026-06-05T10:45:28Z,2,0,0,2
1741,"Expose fuzz, backend, backend_test and tools under onnx_light.onnx",Copilot,2026-06-05T09:47:41Z,4,0,0,2
1748,Switch license to Apache 2.0,Copilot,2026-06-05T09:47:30Z,4,4,2,4
1898,Add optional value_info/output prefill anchors to model shape inference,Copilot,2026-06-07T06:39:29Z,3,0,0,3
1893,"Implement Scatter (deprecated) op: schema, kernel, shape inference, backend tests",Copilot,2026-06-07T05:14:59Z,3,2,1,3
1892,docs: document that onnx-light skips the serialize/parse round-trip for C++ tool calls,Copilot,2026-06-06T20:53:28Z,4,2,1,4
1896,Add missing ConvTranspose backend test cases,Copilot,2026-06-06T20:41:20Z,3,0,0,3
1895,"Implement LayerNormalization (opset 17) light op schema, kernel, shape inference, and backend tests",Copilot,2026-06-06T20:40:51Z,2,0,0,2
1894,"Add cc unit tests for LeakyRelu schema, kernel, and shape inference",Copilot,2026-06-06T20:40:20Z,2,0,0,2
1890,Speed up onnx_kernels and unittests/cc builds via PCH,Copilot,2026-06-06T20:39:20Z,2,0,0,2
1891,Use :func: roles for function references in docs,Copilot,2026-06-06T20:25:19Z,2,0,0,2
1882,Split lib_onnx_backend_test: extract lib_onnx_kernels library and split Python bindings,Copilot,2026-06-06T18:02:04Z,20,6,2,6
1885,Add __repr__ for onnx_op::LightOpSchema,Copilot,2026-06-06T15:14:30Z,2,0,0,2
1883,Show the node being tested in every operator-doc example,Copilot,2026-06-06T15:14:09Z,3,0,0,3
1884,Fix protos relationship Mermaid graph rendering and complete missing protos,Copilot,2026-06-06T15:13:51Z,2,0,0,2
1880,Add LogSoftmax test coverage to match Softmax,Copilot,2026-06-06T14:31:53Z,2,0,0,2
1873,"Implement LpPool (light op schema, kernel, shape inference, backend tests)",Copilot,2026-06-06T14:31:40Z,2,0,0,2
1878,Add __repr__ for Tensor in onnx_backend_test bindings,Copilot,2026-06-06T14:25:25Z,2,0,0,2
1879,Add __repr__ for onnx_op::TypeConstraintParam,Copilot,2026-06-06T14:18:29Z,2,0,0,2
1877,Fix missing links to the three example galleries,Copilot,2026-06-06T13:59:55Z,2,0,0,2
1871,Propagate onnx#8062: seed corpus for fuzz_shape_inference,Copilot,2026-06-06T13:59:45Z,2,0,0,2
1870,Propagate onnx/onnx#8051: stricter shape inference for Conv/Pool/ConvTranspose/MaxRoiPool,Copilot,2026-06-06T13:58:54Z,2,0,0,2
1869,docs: add expressions gallery example to optimization,Copilot,2026-06-06T13:52:52Z,4,0,0,2
1866,Add RuntimeContext tensor removal helper,Copilot,2026-06-06T13:38:26Z,3,0,0,3
1868,Add `__repr__` to `onnx_op::AttributeParam` Python binding,Copilot,2026-06-06T13:36:44Z,3,0,0,3
1867,Add `__repr__` for `onnx_op::FormalParameter` in Python bindings,Copilot,2026-06-06T13:36:35Z,3,0,0,3
1865,Add `DataSet.__repr__` to backend-test Python bindings,Copilot,2026-06-06T13:36:10Z,2,0,0,2
1864,Add deterministic `__repr__` for `shape_inference.ShapesContext` in Python bindings,Copilot,2026-06-06T13:36:01Z,2,0,0,2
1851,Add missing CumSum/CumProd int32 backend test cases,Copilot,2026-06-06T12:53:07Z,2,0,0,2
1850,Add missing C++ backend assertions for DequantizeLinear upstream cases,Copilot,2026-06-06T12:52:55Z,2,0,0,2
1849,"Implement Reciprocal op (schema, kernel, shape inference, backend cases)",Copilot,2026-06-06T12:52:47Z,2,0,0,2
1845,Import Scan backend tests from onnx PR #7964 (C++),Copilot,2026-06-06T12:52:40Z,3,2,1,3
1841,Add public OptimTensorFromTensorProto initializer,Copilot,2026-06-06T12:52:32Z,3,4,2,3
1847,Propagate onnx/onnx#8009: set ref_attr_name in make_attribute_ref,Copilot,2026-06-06T11:19:09Z,2,0,0,2
1848,Default TestCase tag to node domain for non-default-domain operators,Copilot,2026-06-06T11:18:43Z,2,0,0,2
1846,Propagate onnx#8007: fix KeepAspectRatioHelper precision for large Resize dims,Copilot,2026-06-06T11:18:20Z,2,0,0,2
1842,Add MakeInitializer/AddInitializer C++ helpers,Copilot,2026-06-06T09:27:50Z,2,0,0,2
1840,Fix mypy issues,Copilot,2026-06-06T09:00:54Z,2,0,0,2
1952,Add optional manual ASan+UBSan build workflow,Copilot,2026-06-08T07:13:02Z,3,0,0,2
1954,docs(design): document lib_onnx_kernels and the C++ reference implementation,Copilot,2026-06-08T07:11:35Z,3,0,0,2
1953,"Refactor backend-test design docs for C++ architecture, deterministic RNG, and shape-inference semantics",Copilot,2026-06-08T07:11:14Z,3,0,0,2
1958,"Add ONNX opset 27 schemas: Range@27, LinearAttention, CausalConvWithState",Copilot,2026-06-08T06:36:19Z,2,0,0,2
1951,Add C++ backend tests for onnx_optim shape inference through If/Loop/Scan subgraphs,Copilot,2026-06-08T04:54:02Z,2,0,0,2
1949,Expose RunNode/RunGraph/RunFunction/RunModel to Python,Copilot,2026-06-08T04:53:27Z,3,2,1,3
1929,Fix kernel for Loop to use body and add backend tests,Copilot,2026-06-08T04:51:45Z,3,6,3,3
1945,Bind FunctionProto ref_attr_name in onnx_optim shape inference,Copilot,2026-06-07T19:37:35Z,2,0,0,2
1947,docs: mention load/save parallelization is ~3x faster with 4 threads,Copilot,2026-06-07T18:47:15Z,3,0,0,3
1937,Add CenterCropPad `_expanded` backend test variants,Copilot,2026-06-07T18:46:14Z,4,8,4,4
1943,Restore truly anonymous dims for the nonzero_chain_anon shape-inference case,Copilot,2026-06-07T18:45:40Z,2,0,0,2
1941,Cap Shape→Identity→Unsqueeze backend case rank within onnx_optim's kMaxOptimRank,Copilot,2026-06-07T18:45:08Z,2,2,1,2
1939,Add 24 missing upstream Resize backend test cases,Copilot,2026-06-07T18:44:44Z,4,2,1,4
1935,Scan kernel: execute body subgraph in-kernel,Copilot,2026-06-07T18:03:44Z,3,2,1,2
1934,Bind FunctionProto linked attributes in RunModel,Copilot,2026-06-07T17:49:20Z,3,0,0,3
1932,Add FlexAttention backend tests with non-empty prob_mod,Copilot,2026-06-07T17:18:23Z,3,2,1,3
1927,Make kernel::If execute branch subgraphs,Copilot,2026-06-07T17:18:02Z,2,0,0,2
1921,Add nested and cross-domain function call tests for RunModel and backend test cases,Copilot,2026-06-07T16:43:43Z,4,2,1,4
1925,Support prob_mod attribute in the FlexAttention reference kernel,Copilot,2026-06-07T16:40:51Z,2,0,0,2
1923,Fix proto-relations Mermaid graph rendering on api/protos/index.html,Copilot,2026-06-07T16:10:10Z,2,0,0,2
1916,Support model-local functions in onnx_optim shape inference,Copilot,2026-06-07T16:02:57Z,5,2,1,5
1918,Add `ShapesContext` lookup overloads for `utils::String` outputs,Copilot,2026-06-07T16:00:05Z,4,2,1,4
1909,Build core C++ libraries as SHARED for Python bindings (Linux only),Copilot,2026-06-07T15:32:22Z,4,2,1,4
1919,Enable RunNode/RunGraph runtime execution of If/Loop/Scan subgraphs,Copilot,2026-06-07T15:23:52Z,3,0,0,3
1913,Fix reshape shape inference for symbolic -1 dimension,xadupre,2026-06-07T15:17:06Z,3,2,1,2
1907,Dispatch RunNode to model-local FunctionProto via RunFunction,Copilot,2026-06-07T11:39:07Z,2,0,0,2
1911,Support submodule imports under onnx_light.onnx_py._onnxpy,Copilot,2026-06-07T11:38:25Z,2,0,0,2
1905,Extend backend shape-inference test to verify DataSet ground-truth output shapes,Copilot,2026-06-07T11:38:03Z,3,2,1,3
1899,"onnx_kernels: implement RunGraph, RunFunction, RunModel",Copilot,2026-06-07T09:12:23Z,6,4,2,6
1903,"Add Sign operator: kernel, backend tests, light op schema",Copilot,2026-06-07T09:10:18Z,2,0,0,2
1967,"Add LessOrEqual: schema, kernel, shape inference, C++ backend tests",Copilot,2026-06-08T08:48:47Z,2,0,0,2
1963,"Add ONNX Range opset 27: schema, kernel, and C++ backend tests",Copilot,2026-06-08T08:48:29Z,3,2,1,3
1955,Shrink onnxl_vs_onnx known-missing snapshot by 44 entries,Copilot,2026-06-08T07:58:58Z,4,2,1,3
1959,improve documentation,xadupre,2026-06-08T07:58:18Z,5,2,1,2
1956,Add C++/Python backend tests running RunModel against each example,Copilot,2026-06-08T07:28:01Z,3,0,0,2
2032,Add `ai.onnx:Attention` to kernel dispatch and RunModel coverage,Copilot,2026-06-09T07:22:12Z,6,6,3,6
2041,Add ONNX_LIGHT_BUILD_KERNELS option to trim install footprint of the C++ checker example,Copilot,2026-06-09T06:56:33Z,2,0,0,2
2033,improve documentation,xadupre,2026-06-09T06:54:18Z,34,8,4,19
2039,Make external-data discovery scan skip raw_data,Copilot,2026-06-09T06:53:26Z,3,2,1,3
2026,"Add missing ONNX backend test cases: sequence_insert_at_back/front, sequence_map_identity_1_sequence/1_tensor",Copilot,2026-06-09T06:53:00Z,4,4,2,4
2030,Register reduction operators in `KernelDispatchTable` and extend dispatch coverage tests,Copilot,2026-06-09T05:52:06Z,4,2,1,4
2028,Register AffineGrid in ONNX kernel dispatch and cover RunNode path,Copilot,2026-06-09T04:59:32Z,3,0,0,3
2025,Add ONNX-matching ReduceL1/ReduceL2 backend test cases; remove non-expanded entries from known_missing,Copilot,2026-06-09T04:59:02Z,3,0,0,3
1995,"Add intro section adapted from upstream onnx, in RST",Copilot,2026-06-09T04:38:57Z,18,8,4,9
2024,Add missing ONNX backend tests for Softplus/Softsign/StringConcat/Where,Copilot,2026-06-08T20:08:31Z,2,0,0,2
2023,Register EyeLike in KernelDispatchTable,Copilot,2026-06-08T20:07:53Z,2,0,0,2
2021,Expand FlexAttention C++ backend cases from 4 to 10,Copilot,2026-06-08T20:07:24Z,2,0,0,2
2019,new test,xadupre,2026-06-08T20:07:01Z,3,2,1,1
2018,docs(fuzz): list fuzz_model_loader in local-run examples,Copilot,2026-06-08T19:06:53Z,2,0,0,2
2014,Add missing ONNX backend tests (Compress / DepthToSpace / Conv / ConvInteger / DFT / Einsum),Copilot,2026-06-08T18:28:43Z,2,0,0,2
2013,Move KernelDispatchTable into its own translation unit and register the remaining math/logical kernels,Copilot,2026-06-08T18:22:08Z,2,0,0,2
2016,docs: mention onnx/onnx#7208 as the starting point,Copilot,2026-06-08T18:03:42Z,2,0,0,2
2000,Match upstream ONNX test names for ai.onnx.ml Binarizer/TreeEnsemble cases,Copilot,2026-06-08T17:55:15Z,2,0,0,2
2012,Add ReferenceEvaluator backend test with discrepancy checks,Copilot,2026-06-08T17:03:06Z,2,0,0,2
1998,Add C++ backend test cases for non-expanded LinearAttention variants,Copilot,2026-06-08T16:28:24Z,2,0,0,2
1993,Convert fuzz harnesses from Python (atheris) to C++ (libFuzzer),Copilot,2026-06-08T15:50:32Z,6,8,4,6
1981,"Add light op schema, kernels, C++ backend test for CausalConvWithState",Copilot,2026-06-08T14:57:22Z,6,10,5,3
1994,Add C++ backend test cases for Reshape node tests,Copilot,2026-06-08T14:53:57Z,3,0,0,2
1996,Gate compilation CI workflows on no-onnx success,Copilot,2026-06-08T14:52:17Z,3,2,1,3
1990,refactor test on shape inference,xadupre,2026-06-08T13:59:53Z,20,6,3,3
1983,"Add LinearAttention v27 light op schema, kernel, and C++ backend tests",Copilot,2026-06-08T13:09:44Z,6,6,3,6
1989,docs: add Mermaid dependency graph to library split page,Copilot,2026-06-08T10:54:43Z,2,0,0,2
1987,Rename `_onnxbackend` → `_onnxpybackend` and `_onnxkernels` → `_onnxpykernels`,Copilot,2026-06-08T10:48:19Z,2,0,0,2
1985,ci(asan-ubsan): preload sanitizer runtimes so Python tests actually run,Copilot,2026-06-08T10:47:53Z,2,0,0,2
1972,Add test_cc_loop13_seq C++ backend test case,Copilot,2026-06-08T10:45:43Z,3,2,1,3
1965,Add ReferenceEvaluator backed by the C++ kernels Python API,Copilot,2026-06-08T09:56:23Z,4,4,2,4
1980,Mirror upstream StringNormalizer node tests and drop them from known-missing snapshot,Copilot,2026-06-08T09:55:42Z,2,0,0,2
1974,Add missing QLinearMatMul backend test cases,Copilot,2026-06-08T09:54:59Z,2,0,0,2
2140,Register Cast and BitCast in the kernel dispatch table,Copilot,2026-06-10T05:06:10Z,3,2,1,3
2138,Align Attention causal masking with ONNX PR #8068 (external cache + masked-row robustness),Copilot,2026-06-10T05:01:09Z,4,2,1,4
2139,Add custom-domain shape inference callback registration in `onnx_optim` and Python bindings,Copilot,2026-06-10T05:00:57Z,4,2,1,4
2143,Register DepthToSpace in runtime kernel dispatch,Copilot,2026-06-10T05:00:37Z,3,0,0,3
2142,Set thread benchmark x-axis lower bound to 0,Copilot,2026-06-09T19:12:28Z,7,0,0,7
2136,Add pairwise-distance Scan example as C++ shape-inference backend test,Copilot,2026-06-09T18:51:33Z,2,0,0,2
2134,Register kernels for LinearClassifier and LinearRegressor,Copilot,2026-06-09T18:51:00Z,3,2,1,3
2133,"Register dispatch entries for ai.onnx.ml TreeEnsemble{,Classifier,Regressor}",Copilot,2026-06-09T18:09:35Z,3,0,0,3
2132,"Register kernels for Conv, ConvInteger, DeformConv",Copilot,2026-06-09T18:09:11Z,2,0,0,2
2131,Move shape_inference entry points into ShapesContext methods,Copilot,2026-06-09T17:58:34Z,2,0,0,2
2126,Add value-as-shape C++ backend shape-inference test case,Copilot,2026-06-09T17:58:12Z,6,4,2,4
2122,Parallelize multi-file external-data loads in TwoFilesStream,Copilot,2026-06-09T17:42:55Z,2,0,0,2
2124,Show physical core count in plot_threads_load_save title,Copilot,2026-06-09T16:58:33Z,2,0,0,2
2118,Fix unfair cpp baseline in plot_onnx_time benchmark by adding warmup iteration,Copilot,2026-06-09T16:52:50Z,3,2,1,3
